CustomerID,DateOfOrder,timestamp,OrderQuantity
C13831,2013-01-31,17:09:36,59
C13831,2012-05-11,21:48:44,72
C13831,2013-12-10,11:41:00,59
C40881,2010-11-18,18:59:16,95
C40881,2010-12-03,20:22:26,90
C40881,2014-01-14,16:42:30,87
C40881,2011-09-06,15:25:38,103
C40881,2011-08-18,15:14:30,85
C40881,2013-07-20,20:09:12,81
C40881,2013-04-23,21:15:24,101
C40881,2012-11-04,19:05:50,94
C40881,2011-08-17,14:03:16,85
C40881,2012-01-24,13:49:52,88
C40881,2011-12-25,21:47:28,84
C40881,2011-02-22,12:38:24,86
C40881,2012-07-19,15:39:38,88
C40881,2012-01-21,20:26:38,72
C40881,2011-01-21,20:52:20,94
C40881,2012-02-06,18:42:38,77
C40881,2012-07-04,18:38:50,89
C40881,2011-06-13,12:15:34,98
C40881,2013-08-06,14:06:26,96
C40881,2012-09-15,12:28:56,89
C40881,2011-02-21,20:41:06,73
C40881,2012-08-08,15:47:02,100
C40881,2011-02-06,17:51:42,90
C40881,2013-06-22,13:46:44,101
C40881,2013-04-02,11:44:20,89
C40881,2010-11-24,21:27:20,72
C40881,2012-09-17,14:36:22,93
C40881,2013-01-08,19:33:56,94
C40881,2013-10-20,11:02:16,91
C40881,2013-03-28,15:44:26,99
C40881,2011-07-09,10:42:06,79
C40881,2013-06-29,10:28:26,75
C40881,2013-12-11,10:14:22,95
C40881,2012-11-11,20:36:04,75
C40881,2013-07-17,18:46:54,76
C40881,2013-12-13,15:21:12,90
C40881,2013-07-07,11:22:04,88
C40881,2012-12-23,17:30:00,80
C40881,2013-05-12,19:03:20,87
C40881,2013-06-24,16:03:10,99
C40881,2013-09-28,17:42:48,91
C40881,2013-09-08,19:56:36,83
C40881,2013-01-25,20:26:30,93
C40881,2011-10-16,19:22:56,101
C40881,2013-01-23,15:04:12,91
C40881,2011-11-26,16:16:58,80
C40881,2012-08-12,20:52:08,90
C40881,2011-10-26,10:39:00,72
C40881,2013-02-03,13:25:36,104
C40881,2012-01-04,17:46:26,83
C40881,2012-01-23,20:42:46,80
C40881,2013-07-21,18:12:40,72
C40881,2012-11-17,16:51:32,87
C40881,2013-05-26,16:17:08,97
C40881,2012-05-21,20:53:24,89
C40881,2013-08-03,21:07:50,98
C40881,2011-10-21,16:06:48,92
C40881,2012-01-17,17:27:04,82
C40881,2013-11-13,10:32:08,92
C40881,2011-10-17,19:37:04,73
C40881,2011-01-12,20:43:56,88
C40881,2012-02-15,18:00:06,85
C40881,2010-12-31,14:05:26,95
C40881,2013-04-09,18:38:30,88
C40881,2011-09-19,11:28:28,81
C40881,2011-06-12,17:22:52,88
C40881,2012-09-10,16:18:00,98
C40881,2011-08-09,20:19:18,86
C40881,2010-11-20,17:26:18,87
C40881,2013-04-17,11:48:16,84
C40881,2012-06-05,15:17:50,75
C40881,2013-03-26,19:35:36,86
C40881,2013-01-09,10:54:14,76
C40881,2012-12-09,16:20:20,77
C40881,2013-12-20,11:14:42,88
C40881,2012-12-10,19:01:58,83
C40881,2012-12-13,12:29:34,93
C40881,2013-05-20,10:51:48,94
C40881,2010-11-26,12:13:24,83
C40881,2013-08-09,17:37:42,104
C40881,2012-01-18,11:06:14,96
C40881,2012-10-28,16:58:56,91
C40881,2010-12-11,14:39:26,96
C40881,2011-06-04,16:39:30,85
C40881,2011-04-29,19:05:52,63
C40881,2013-12-01,15:28:12,89
C40881,2013-02-06,18:12:58,76
C40881,2012-09-03,12:03:00,91
C40881,2013-12-16,10:08:22,73
C40881,2011-10-19,15:51:26,72
C40881,2012-12-24,15:08:00,81
C40881,2012-11-26,10:29:02,77
C40881,2013-12-28,20:25:38,88
C40881,2013-08-27,11:26:20,77
C40881,2013-01-20,16:58:14,71
C40881,2013-02-12,19:30:04,94
C40881,2013-05-31,13:15:02,96
C40881,2010-12-10,21:45:10,76
C40881,2012-07-29,18:25:02,92
C40881,2014-01-15,18:20:34,73
C26246,2011-05-09,21:52:20,109
C26246,2012-10-23,13:49:06,95
C26246,2013-10-14,19:14:08,88
C26246,2012-10-22,19:40:58,97
C26246,2012-03-29,16:21:40,80
C26246,2013-06-07,14:31:10,92
C26246,2011-06-27,20:11:14,83
C26246,2012-07-04,20:28:18,114
C26246,2012-02-14,12:27:24,81
C26246,2012-09-29,19:32:58,79
C26246,2012-04-09,10:10:14,91
C26246,2013-07-05,18:04:32,80
C26246,2013-05-09,16:17:48,100
C26246,2013-11-03,13:28:14,97
C26246,2012-12-22,11:39:38,106
C26246,2012-01-06,15:30:16,88
C26246,2011-05-11,21:57:38,71
C26246,2011-06-23,16:52:50,80
C26246,2013-05-17,12:40:30,98
C26246,2013-07-06,21:27:08,96
C26246,2011-10-26,20:18:08,78
C26246,2014-01-01,12:03:58,72
C26246,2013-12-28,14:46:04,79
C26246,2012-10-03,19:09:40,79
C26246,2011-08-27,17:32:18,108
C26246,2013-06-21,20:55:18,77
C26246,2012-02-25,12:32:18,71
C26246,2013-03-28,17:32:54,92
C26246,2012-11-16,19:54:54,83
C26246,2011-10-14,20:47:36,90
C26246,2013-03-08,12:17:48,98
C26246,2012-01-14,20:00:46,67
C26246,2011-07-22,13:14:52,90
C26246,2013-09-01,21:42:04,62
C26246,2013-03-26,19:05:20,85
C26246,2011-09-10,15:56:18,89
C26246,2011-07-29,14:11:08,87
C26246,2013-03-29,10:29:48,88
C26246,2012-02-23,10:25:42,67
C26246,2012-11-01,15:39:24,93
C26246,2011-06-08,12:29:24,93
C26246,2012-08-01,17:09:40,96
C26246,2011-08-18,12:15:32,80
C26246,2012-05-31,20:15:46,107
C26246,2013-06-08,17:24:04,74
C26246,2013-09-19,19:33:18,82
C26246,2013-12-11,11:48:30,109
C26246,2012-06-27,11:50:36,84
C26246,2013-04-06,14:48:44,84
C26246,2012-10-17,10:15:52,84
C26246,2011-07-11,10:36:14,89
C26246,2012-09-12,17:39:58,101
C26246,2013-05-20,12:13:36,83
C26246,2011-08-19,12:01:26,89
C26246,2012-07-01,12:37:04,76
C26246,2011-12-20,15:53:40,86
C26246,2013-05-02,12:10:36,74
C26246,2013-05-28,17:47:06,78
C26246,2013-06-20,11:39:44,99
C26246,2011-06-11,21:45:22,79
C26246,2013-11-16,21:45:36,85
C26246,2011-11-18,11:25:52,93
C26246,2013-01-11,11:23:10,69
C26246,2012-10-05,18:05:10,82
C26246,2011-06-15,10:26:44,89
C26246,2013-05-23,16:11:26,86
C26246,2011-08-12,19:10:16,91
C26246,2012-06-15,17:56:12,85
C26246,2014-01-04,21:00:42,83
C26246,2013-05-30,13:26:46,77
C26246,2012-12-27,17:10:52,86
C26246,2013-05-16,13:11:24,63
C26246,2011-09-12,16:51:46,97
C26246,2013-08-14,17:38:30,83
C26246,2012-03-16,20:21:16,97
C26246,2011-05-13,18:43:42,87
C26246,2012-09-22,10:10:00,89
C26246,2011-06-26,21:49:32,96
C26246,2012-11-23,14:18:08,100
C26246,2013-12-19,17:16:12,82
C26246,2011-11-21,16:06:02,84
C26246,2013-03-17,10:03:16,109
C26246,2012-07-24,17:43:34,91
C26246,2012-01-20,18:30:34,88
C26246,2011-10-04,14:23:52,91
C26246,2014-01-05,13:55:42,68
C36136,2010-11-15,16:14:08,127
C36136,2010-12-22,18:55:14,136
C36136,2012-04-19,19:42:34,112
C36136,2011-03-30,14:02:10,113
C36136,2013-09-28,11:17:20,139
C36136,2011-11-18,18:16:00,125
C36136,2012-11-27,17:37:42,158
C36136,2014-01-13,11:20:50,106
C36136,2011-08-03,16:22:06,124
C36136,2012-02-29,13:05:48,149
C36136,2013-12-19,20:24:52,116
C36136,2013-06-23,15:48:04,115
C36136,2013-03-02,15:31:32,121
C36136,2012-12-14,11:31:24,118
C36136,2011-02-26,10:05:54,114
C36136,2013-02-06,12:32:02,128
C36136,2011-03-31,10:35:04,126
C36136,2013-08-11,21:14:40,114
C36136,2012-07-30,13:35:08,125
C36136,2011-08-21,20:01:28,128
C36136,2012-02-23,21:12:10,116
C36136,2013-04-26,13:58:54,143
C36136,2013-03-07,19:15:44,115
C36136,2010-11-25,10:25:38,130
C36136,2013-04-28,15:59:26,141
C36136,2013-09-22,11:54:50,114
C36136,2013-10-18,14:55:08,127
C36136,2012-10-31,19:16:36,124
C36136,2013-01-10,11:40:20,117
C36136,2013-01-09,21:42:34,139
C36136,2013-10-01,18:24:14,145
C36136,2013-01-30,12:03:52,139
C36136,2013-12-12,18:00:08,135
C36136,2013-09-05,17:53:24,113
C36136,2013-10-08,12:00:58,103
C36136,2011-04-05,11:26:52,146
C36136,2013-09-09,13:04:16,133
C36136,2012-01-06,13:49:50,118
C36136,2012-08-24,11:25:38,107
C36136,2012-12-12,16:43:44,151
C36136,2011-01-10,12:36:46,135
C36136,2012-05-11,15:08:36,130
C36136,2012-05-08,19:56:52,132
C36136,2012-01-09,11:45:16,113
C36136,2014-01-11,10:53:00,144
C36136,2013-09-16,15:15:46,126
C36136,2013-02-19,16:40:36,157
C36136,2012-04-27,15:09:54,116
C36136,2013-05-31,16:01:10,155
C36136,2011-01-09,14:08:58,131
C36136,2012-09-18,11:34:56,116
C36136,2012-08-07,14:02:14,113
C36136,2013-08-19,20:33:12,142
C36136,2011-11-04,15:29:26,105
C36136,2012-06-22,19:41:20,121
C36136,2013-02-26,16:45:24,131
C36136,2013-07-03,18:50:24,122
C36136,2011-10-18,12:15:36,119
C36136,2013-10-05,15:50:16,110
C36136,2013-08-24,15:55:16,145
C36136,2013-01-14,21:09:22,129
C36136,2011-07-21,18:14:54,144
C36136,2012-06-11,11:58:36,128
C36136,2013-09-03,16:02:18,135
C36136,2012-05-16,21:17:42,129
C36136,2012-11-08,17:24:20,109
C36136,2010-12-26,18:27:54,155
C36136,2011-09-28,20:43:46,106
C36136,2014-01-19,17:59:04,135
C34046,2011-03-01,14:02:48,112
C34046,2012-02-18,18:25:02,123
C34046,2013-07-20,10:11:46,102
C34046,2013-03-31,18:55:04,121
C34046,2012-01-30,10:23:30,117
C34046,2011-05-12,11:12:18,115
C34046,2012-05-28,11:50:46,132
C34046,2012-02-03,12:51:20,110
C34046,2012-09-30,17:59:18,101
C34046,2011-12-18,20:06:00,118
C34046,2013-06-01,16:19:34,126
C34046,2011-09-10,21:02:18,119
C34046,2013-03-05,15:28:14,115
C34046,2012-11-03,16:14:00,118
C34046,2013-04-24,21:11:38,106
C34046,2013-07-09,12:15:42,127
C34046,2013-02-04,13:26:38,122
C34046,2013-04-04,10:27:36,112
C34046,2013-06-19,21:33:10,118
C34046,2013-04-05,10:54:14,128
C34046,2011-09-18,15:31:12,129
C34046,2013-09-16,13:57:08,138
C34046,2012-03-28,16:45:00,117
C34046,2012-08-06,18:47:18,101
C34046,2012-04-21,19:46:50,121
C34046,2013-01-29,11:00:48,108
C34046,2012-06-13,17:21:46,114
C34046,2011-03-05,20:22:38,120
C34046,2012-06-20,15:22:42,112
C34046,2011-08-12,16:09:54,120
C34046,2012-03-09,16:43:00,129
C34046,2013-08-13,14:31:44,116
C34046,2013-06-03,12:10:04,149
C34046,2011-10-05,14:48:24,122
C34046,2013-09-02,19:50:16,106
C34046,2013-01-02,19:58:32,126
C34046,2012-02-17,12:24:18,130
C34046,2013-01-30,18:31:42,122
C34046,2012-05-26,11:44:24,124
C34046,2012-03-26,14:07:44,121
C34046,2011-04-30,15:45:54,110
C34046,2012-04-07,21:56:22,129
C34046,2013-08-26,16:40:34,125
C34046,2013-03-15,12:33:02,126
C34046,2012-12-29,20:25:34,124
C34046,2013-07-27,11:17:28,122
C34046,2013-05-07,20:29:52,113
C34046,2013-04-10,19:47:42,105
C34046,2011-07-17,21:42:24,111
C34046,2012-05-16,12:27:36,125
C34046,2011-12-21,16:10:50,120
C34046,2012-12-16,21:19:44,117
C34046,2011-08-15,11:01:00,97
C34046,2011-06-29,18:12:26,122
C34046,2013-06-13,21:39:44,117
C34046,2012-06-12,17:51:02,109
C34046,2011-09-07,17:01:06,117
C34046,2011-09-15,12:48:26,121
C34046,2013-09-17,17:58:46,129
C34046,2013-06-14,14:07:56,110
C34046,2013-07-02,14:56:58,138
C34046,2012-01-20,12:55:04,113
C34046,2011-05-06,16:45:34,129
C34046,2012-03-20,17:31:28,123
C34046,2012-06-30,11:01:26,109
C34046,2013-01-31,14:13:24,106
C34046,2011-09-22,16:11:10,108
C34046,2011-06-30,17:13:10,110
C34046,2012-09-27,17:42:36,107
C34046,2011-05-20,16:34:56,110
C34046,2011-10-26,20:33:04,116
C34046,2012-10-15,17:44:50,115
C34046,2012-10-31,15:39:12,108
C34046,2012-10-02,13:38:42,140
C34046,2013-10-06,21:56:42,104
C23215,2011-04-14,14:01:40,55
C23215,2012-02-01,17:48:00,50
C23215,2012-09-01,15:28:22,66
C23215,2011-06-12,11:29:06,59
C23215,2014-01-10,12:52:18,63
C23215,2012-03-11,14:19:50,66
C23215,2011-05-08,19:43:04,60
C23215,2011-08-29,20:01:24,56
C23215,2013-07-15,16:22:26,55
C23215,2012-12-05,12:42:28,62
C23215,2012-12-29,18:41:32,73
C23215,2013-02-09,18:14:48,77
C23215,2012-03-03,20:02:32,60
C23215,2012-10-14,21:06:32,47
C23215,2012-09-05,16:47:30,67
C23215,2013-10-11,17:45:50,51
C23215,2013-02-11,14:08:20,52
C23215,2013-05-23,13:45:36,51
C23215,2013-06-06,13:13:12,60
C23215,2011-11-04,13:38:40,68
C23215,2012-04-08,14:14:32,57
C23215,2012-03-05,13:53:48,71
C23215,2012-06-08,18:09:14,61
C23215,2011-10-08,12:04:06,57
C23215,2013-12-21,21:38:38,49
C23215,2012-08-08,21:46:02,58
